Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,93,0.103333,59,0.0655556,34,0.0377778,7,829
900,86,0.0955556,71,0.0788889,15,0.0166667,11,713
900,72,0.08,40,0.0444444,32,0.0355556,3,924
900,88,0.0977778,83,0.0922222,5,0.00555556,4,02
900,75,0.0833333,54,0.06,21,0.0233333,7,818
900,72,0.08,57,0.0633333,15,0.0166667,9,713
900,103,0.114444,72,0.08,31,0.0344444,10,1228
900,65,0.0722222,43,0.0477778,22,0.0244444,8,417
900,103,0.114444,55,0.0611111,48,0.0533333,7,1043
900,56,0.0622222,48,0.0533333,8,0.00888889,4,05
900,81,0.09,56,0.0622222,25,0.0277778,6,520
900,93,0.103333,71,0.0788889,22,0.0244444,6,720
900,85,0.0944444,76,0.0844444,9,0.01,8,27
900,85,0.0944444,66,0.0733333,19,0.0211111,11,615
900,70,0.0777778,29,0.0322222,41,0.0455556,2,1633
900,67,0.0744444,61,0.0677778,6,0.00666667,5,14
900,84,0.0933333,60,0.0666667,24,0.0266667,6,1220
900,67,0.0744444,57,0.0633333,10,0.0111111,8,47
900,55,0.0611111,28,0.0311111,27,0.03,3,1221
900,79,0.0877778,56,0.0622222,23,0.0255556,5,718
900,80,0.0888889,60,0.0666667,20,0.0222222,4,1117
900,85,0.0944444,42,0.0466667,43,0.0477778,2,1637
900,86,0.0955556,64,0.0711111,22,0.0244444,11,517
900,101,0.112222,58,0.0644444,43,0.0477778,5,1235
900,71,0.0788889,39,0.0433333,32,0.0355556,8,1025
900,84,0.0933333,70,0.0777778,14,0.0155556,6,410
900,71,0.0788889,32,0.0355556,39,0.0433333,3,1434
900,77,0.0855556,50,0.0555556,27,0.03,4,1322
900,103,0.114444,77,0.0855556,26,0.0288889,9,622
900,72,0.08,55,0.0611111,17,0.0188889,5,49
900,54,0.06,34,0.0377778,20,0.0222222,2,514
900,70,0.0777778,41,0.0455556,29,0.0322222,5,1225
900,55,0.0611111,43,0.0477778,12,0.0133333,1,78
900,91,0.101111,73,0.0811111,18,0.02,11,313
900,89,0.0988889,65,0.0722222,24,0.0266667,7,820
900,77,0.0855556,53,0.0588889,24,0.0266667,2,820
900,78,0.0866667,66,0.0733333,12,0.0133333,4,48
900,72,0.08,54,0.06,18,0.02,1,612
900,85,0.0944444,68,0.0755556,17,0.0188889,3,715
900,51,0.0566667,32,0.0355556,19,0.0211111,1,611
900,81,0.09,64,0.0711111,17,0.0188889,9,213
900,93,0.103333,64,0.0711111,29,0.0322222,3,1222
900,86,0.0955556,63,0.07,23,0.0255556,7,818
900,82,0.0911111,51,0.0566667,31,0.0344444,8,1626
900,73,0.0811111,57,0.0633333,16,0.0177778,5,513
900,86,0.0955556,42,0.0466667,44,0.0488889,7,1839
900,98,0.108889,79,0.0877778,19,0.0211111,9,717
900,95,0.105556,74,0.0822222,21,0.0233333,8,714
900,78,0.0866667,63,0.07,15,0.0166667,8,410
900,92,0.102222,66,0.0733333,26,0.0288889,1,523
900,66,0.0733333,47,0.0522222,19,0.0211111,2,916
900,93,0.103333,64,0.0711111,29,0.0322222,5,924
900,77,0.0855556,65,0.0722222,12,0.0133333,6,311
900,64,0.0711111,43,0.0477778,21,0.0233333,2,318
900,70,0.0777778,42,0.0466667,28,0.0311111,2,921
900,83,0.0922222,51,0.0566667,32,0.0355556,5,1025
900,72,0.08,60,0.0666667,12,0.0133333,5,112
900,69,0.0766667,47,0.0522222,22,0.0244444,1,1118
900,71,0.0788889,61,0.0677778,10,0.0111111,5,15
900,43,0.0477778,22,0.0244444,21,0.0233333,4,611
