Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,82,0.0911111,72,0.08,10,0.0111111,11,01
900,68,0.0755556,57,0.0633333,11,0.0122222,3,01
900,57,0.0633333,43,0.0477778,14,0.0155556,4,23
900,82,0.0911111,74,0.0822222,8,0.00888889,3,00
900,55,0.0611111,40,0.0444444,15,0.0166667,4,11
900,90,0.1,79,0.0877778,11,0.0122222,8,11
900,88,0.0977778,74,0.0822222,14,0.0155556,6,01
900,66,0.0733333,56,0.0622222,10,0.0111111,3,03
900,69,0.0766667,57,0.0633333,12,0.0133333,3,11
900,76,0.0844444,69,0.0766667,7,0.00777778,3,00
900,71,0.0788889,56,0.0622222,15,0.0166667,5,01
900,87,0.0966667,78,0.0866667,9,0.01,7,01
900,79,0.0877778,70,0.0777778,9,0.01,7,00
900,75,0.0833333,62,0.0688889,13,0.0144444,3,01
900,79,0.0877778,71,0.0788889,8,0.00888889,5,00
900,79,0.0877778,70,0.0777778,9,0.01,5,00
900,80,0.0888889,72,0.08,8,0.00888889,8,02
900,95,0.105556,88,0.0977778,7,0.00777778,12,01
900,64,0.0711111,55,0.0611111,9,0.01,3,01
900,89,0.0988889,83,0.0922222,6,0.00666667,6,00
900,70,0.0777778,60,0.0666667,10,0.0111111,6,00
900,82,0.0911111,72,0.08,10,0.0111111,2,00
900,79,0.0877778,67,0.0744444,12,0.0133333,6,03
900,74,0.0822222,68,0.0755556,6,0.00666667,8,00
900,76,0.0844444,59,0.0655556,17,0.0188889,11,24
900,74,0.0822222,57,0.0633333,17,0.0188889,3,01
900,45,0.05,31,0.0344444,14,0.0155556,3,33
900,68,0.0755556,58,0.0644444,10,0.0111111,3,01
900,73,0.0811111,68,0.0755556,5,0.00555556,12,11
900,62,0.0688889,52,0.0577778,10,0.0111111,5,00
900,87,0.0966667,78,0.0866667,9,0.01,6,01
900,95,0.105556,89,0.0988889,6,0.00666667,10,00
900,66,0.0733333,54,0.06,12,0.0133333,3,11
900,76,0.0844444,59,0.0655556,17,0.0188889,4,01
900,82,0.0911111,73,0.0811111,9,0.01,10,00
900,101,0.112222,91,0.101111,10,0.0111111,5,02
900,84,0.0933333,77,0.0855556,7,0.00777778,7,11
900,85,0.0944444,79,0.0877778,6,0.00666667,10,00
900,66,0.0733333,51,0.0566667,15,0.0166667,9,23
900,87,0.0966667,74,0.0822222,13,0.0144444,4,00
900,90,0.1,85,0.0944444,5,0.00555556,12,00
900,98,0.108889,88,0.0977778,10,0.0111111,7,02
900,71,0.0788889,63,0.07,8,0.00888889,8,00
900,77,0.0855556,73,0.0811111,4,0.00444444,8,00
900,78,0.0866667,64,0.0711111,14,0.0155556,4,13
900,74,0.0822222,63,0.07,11,0.0122222,7,01
900,98,0.108889,89,0.0988889,9,0.01,8,02
900,81,0.09,71,0.0788889,10,0.0111111,2,00
900,68,0.0755556,56,0.0622222,12,0.0133333,9,11
900,73,0.0811111,62,0.0688889,11,0.0122222,6,23
900,88,0.0977778,80,0.0888889,8,0.00888889,5,00
900,91,0.101111,83,0.0922222,8,0.00888889,10,00
900,72,0.08,64,0.0711111,8,0.00888889,8,00
900,64,0.0711111,57,0.0633333,7,0.00777778,3,00
900,82,0.0911111,71,0.0788889,11,0.0122222,12,00
900,99,0.11,89,0.0988889,10,0.0111111,6,00
900,77,0.0855556,68,0.0755556,9,0.01,7,12
900,89,0.0988889,83,0.0922222,6,0.00666667,8,00
900,92,0.102222,81,0.09,11,0.0122222,12,00
900,70,0.0777778,61,0.0677778,9,0.01,9,13
