Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,105,0.116667,84,0.0933333,21,0.0233333,13,620
900,74,0.0822222,51,0.0566667,23,0.0255556,4,822
900,86,0.0955556,67,0.0744444,19,0.0211111,9,619
900,98,0.108889,88,0.0977778,10,0.0111111,10,310
900,68,0.0755556,51,0.0566667,17,0.0188889,2,416
900,61,0.0677778,26,0.0288889,35,0.0388889,1,932
900,94,0.104444,63,0.07,31,0.0344444,7,1228
900,85,0.0944444,66,0.0733333,19,0.0211111,6,418
900,82,0.0911111,64,0.0711111,18,0.02,4,616
900,94,0.104444,56,0.0622222,38,0.0422222,4,1437
900,101,0.112222,78,0.0866667,23,0.0255556,5,922
900,100,0.111111,56,0.0622222,44,0.0488889,2,1243
900,85,0.0944444,55,0.0611111,30,0.0333333,3,1229
900,65,0.0722222,31,0.0344444,34,0.0377778,6,1233
900,75,0.0833333,51,0.0566667,24,0.0266667,4,922
900,93,0.103333,55,0.0611111,38,0.0422222,5,1334
900,111,0.123333,78,0.0866667,33,0.0366667,11,1232
900,74,0.0822222,55,0.0611111,19,0.0211111,10,619
900,99,0.11,66,0.0733333,33,0.0366667,13,1433
900,73,0.0811111,57,0.0633333,16,0.0177778,3,1014
900,71,0.0788889,40,0.0444444,31,0.0344444,5,1229
900,99,0.11,72,0.08,27,0.03,8,1127
900,102,0.113333,54,0.06,48,0.0533333,3,1545
900,75,0.0833333,59,0.0655556,16,0.0177778,8,415
900,108,0.12,66,0.0733333,42,0.0466667,7,1741
900,95,0.105556,57,0.0633333,38,0.0422222,7,836
900,87,0.0966667,50,0.0555556,37,0.0411111,5,1335
900,93,0.103333,61,0.0677778,32,0.0355556,4,928
900,95,0.105556,57,0.0633333,38,0.0422222,5,1237
900,84,0.0933333,47,0.0522222,37,0.0411111,5,837
900,97,0.107778,63,0.07,34,0.0377778,2,1231
900,75,0.0833333,29,0.0322222,46,0.0511111,4,1544
900,117,0.13,90,0.1,27,0.03,13,1027
900,86,0.0955556,56,0.0622222,30,0.0333333,4,828
900,89,0.0988889,55,0.0611111,34,0.0377778,6,1533
900,88,0.0977778,64,0.0711111,24,0.0266667,6,923
900,97,0.107778,77,0.0855556,20,0.0222222,11,619
900,76,0.0844444,29,0.0322222,47,0.0522222,0,1243
900,90,0.1,60,0.0666667,30,0.0333333,5,1330
900,91,0.101111,68,0.0755556,23,0.0255556,6,521
900,83,0.0922222,49,0.0544444,34,0.0377778,4,932
900,90,0.1,55,0.0611111,35,0.0388889,4,1133
900,94,0.104444,56,0.0622222,38,0.0422222,8,1736
900,105,0.116667,86,0.0955556,19,0.0211111,7,1017
900,97,0.107778,65,0.0722222,32,0.0355556,8,1229
900,97,0.107778,67,0.0744444,30,0.0333333,3,830
900,91,0.101111,59,0.0655556,32,0.0355556,4,831
900,106,0.117778,53,0.0588889,53,0.0588889,3,2151
900,73,0.0811111,51,0.0566667,22,0.0244444,6,1122
900,94,0.104444,58,0.0644444,36,0.04,7,1535
900,102,0.113333,47,0.0522222,55,0.0611111,5,2254
900,104,0.115556,93,0.103333,11,0.0122222,9,311
900,78,0.0866667,48,0.0533333,30,0.0333333,10,929
900,83,0.0922222,69,0.0766667,14,0.0155556,14,712
900,66,0.0733333,36,0.04,30,0.0333333,4,629
900,97,0.107778,65,0.0722222,32,0.0355556,10,1331
900,70,0.0777778,51,0.0566667,19,0.0211111,1,416
900,75,0.0833333,47,0.0522222,28,0.0311111,5,1027
900,99,0.11,60,0.0666667,39,0.0433333,4,1339
900,84,0.0933333,68,0.0755556,16,0.0177778,7,416
