Simulation Time (seconds), Total Food Collected, Total Food Collection Rate (per second), Real Food Collected, Real Food Collection Rate (per second), Fake Food Collected, Fake Food Collection Rate (per second), Real Food Trails Created, Fake Food Trails Created, False Positives
900,91,0.101111,68,0.0755556,23,0.0255556,5,11
900,95,0.105556,89,0.0988889,6,0.00666667,14,00
900,79,0.0877778,68,0.0755556,11,0.0122222,6,00
900,90,0.1,78,0.0866667,12,0.0133333,10,00
900,96,0.106667,85,0.0944444,11,0.0122222,4,00
900,98,0.108889,87,0.0966667,11,0.0122222,5,00
900,82,0.0911111,75,0.0833333,7,0.00777778,9,00
900,89,0.0988889,80,0.0888889,9,0.01,6,01
900,100,0.111111,91,0.101111,9,0.01,9,00
900,74,0.0822222,68,0.0755556,6,0.00666667,9,01
900,74,0.0822222,64,0.0711111,10,0.0111111,6,00
900,74,0.0822222,60,0.0666667,14,0.0155556,5,00
900,74,0.0822222,65,0.0722222,9,0.01,3,00
900,69,0.0766667,61,0.0677778,8,0.00888889,9,11
900,77,0.0855556,62,0.0688889,15,0.0166667,5,00
900,71,0.0788889,61,0.0677778,10,0.0111111,4,00
900,74,0.0822222,62,0.0688889,12,0.0133333,6,01
900,84,0.0933333,69,0.0766667,15,0.0166667,6,02
900,77,0.0855556,73,0.0811111,4,0.00444444,10,01
900,74,0.0822222,60,0.0666667,14,0.0155556,6,01
900,94,0.104444,86,0.0955556,8,0.00888889,9,00
900,83,0.0922222,79,0.0877778,4,0.00444444,7,00
900,90,0.1,79,0.0877778,11,0.0122222,6,02
900,91,0.101111,82,0.0911111,9,0.01,9,00
900,58,0.0644444,47,0.0522222,11,0.0122222,6,00
900,96,0.106667,88,0.0977778,8,0.00888889,7,00
900,79,0.0877778,68,0.0755556,11,0.0122222,4,00
900,78,0.0866667,69,0.0766667,9,0.01,3,00
900,76,0.0844444,67,0.0744444,9,0.01,6,00
900,78,0.0866667,66,0.0733333,12,0.0133333,5,00
900,114,0.126667,106,0.117778,8,0.00888889,12,00
900,104,0.115556,92,0.102222,12,0.0133333,5,01
900,80,0.0888889,66,0.0733333,14,0.0155556,6,01
900,81,0.09,69,0.0766667,12,0.0133333,4,00
900,81,0.09,75,0.0833333,6,0.00666667,7,00
900,93,0.103333,84,0.0933333,9,0.01,10,01
900,76,0.0844444,64,0.0711111,12,0.0133333,8,00
900,81,0.09,71,0.0788889,10,0.0111111,4,01
900,62,0.0688889,52,0.0577778,10,0.0111111,8,00
900,83,0.0922222,77,0.0855556,6,0.00666667,5,00
900,93,0.103333,86,0.0955556,7,0.00777778,6,00
900,76,0.0844444,65,0.0722222,11,0.0122222,9,00
900,96,0.106667,85,0.0944444,11,0.0122222,6,00
900,86,0.0955556,80,0.0888889,6,0.00666667,10,01
900,84,0.0933333,74,0.0822222,10,0.0111111,7,00
900,91,0.101111,84,0.0933333,7,0.00777778,10,00
900,80,0.0888889,72,0.08,8,0.00888889,12,00
900,98,0.108889,90,0.1,8,0.00888889,6,00
900,63,0.07,55,0.0611111,8,0.00888889,4,00
900,70,0.0777778,59,0.0655556,11,0.0122222,4,00
900,87,0.0966667,83,0.0922222,4,0.00444444,10,00
900,77,0.0855556,64,0.0711111,13,0.0144444,2,01
900,74,0.0822222,66,0.0733333,8,0.00888889,5,00
900,81,0.09,69,0.0766667,12,0.0133333,9,11
900,79,0.0877778,69,0.0766667,10,0.0111111,8,12
900,78,0.0866667,67,0.0744444,11,0.0122222,11,00
900,50,0.0555556,32,0.0355556,18,0.02,4,12
900,90,0.1,80,0.0888889,10,0.0111111,7,00
900,98,0.108889,89,0.0988889,9,0.01,8,00
900,81,0.09,67,0.0744444,14,0.0155556,7,00
